relative_path,sha256,condition_id,true_label,degradation,level,enhancement_method,error_group,clean_pred,clean_confidence,degraded_pred,degraded_confidence,enhanced_pred,enhanced_confidence,confidence_delta
data/flower_photos/daisy/10172379554_b296050f82_n.jpg,9d28fe37d384974429e51febd82380e2ae17aed72dd59fb3ff938fa519bc4cc6,color_cast__light__hsv_correction,daisy,color_cast,light,hsv_correction,always_wrong,tulips,0.4619367718696594,tulips,0.46860799193382263,tulips,0.3614155054092407,-0.10719248652458191
data/flower_photos/daisy/102841525_bd6628ae3c.jpg,1adc5dbb8ba26a8d3d915ef8dc285241eb4d6e3e31cb2bbdcd04fc655f879c59,color_cast__light__hsv_correction,daisy,color_cast,light,hsv_correction,confidence_increased_still_wrong,sunflowers,0.6287983655929565,sunflowers,0.6182167530059814,sunflowers,0.7078112363815308,0.08959448337554932
data/flower_photos/dandelion/10683189_bd6e371b97.jpg,ba15d73ee9d036cc9df4a5e4b7dc9f7e350c481436f3be3ed980f8431abc3c22,color_cast__light__hsv_correction,dandelion,color_cast,light,hsv_correction,confidence_increased_still_wrong,tulips,0.3903752863407135,tulips,0.40747517347335815,tulips,0.49507802724838257,0.08760285377502441
data/flower_photos/roses/10090824183_d02c613f10_m.jpg,6e42dd14083dcddd8d5db6d9893cca3ca3df9a95bd070d111ac3e2a87322ec90,color_cast__light__hsv_correction,roses,color_cast,light,hsv_correction,confidence_increased_still_wrong,sunflowers,0.4803941547870636,sunflowers,0.46583792567253113,tulips,0.5174946784973145,0.051656752824783325
data/flower_photos/roses/10894627425_ec76bbc757_n.jpg,25d5b018c0e6d5b9e86bbfac035c20dc9a17ed32d856fd16d376d92c213bf2f8,color_cast__light__hsv_correction,roses,color_cast,light,hsv_correction,always_wrong,dandelion,0.3331272006034851,dandelion,0.32084882259368896,dandelion,0.3187844753265381,-0.002064347267150879
data/flower_photos/sunflowers/10386702973_e74a34c806_n.jpg,8fe6056c2366fe078569c42e750b841d9f49f867b3c3aef6b722306d72e30854,color_cast__light__hsv_correction,sunflowers,color_cast,light,hsv_correction,confidence_increased_still_wrong,tulips,0.3026597797870636,tulips,0.29452693462371826,tulips,0.30608999729156494,0.01156306266784668
data/flower_photos/tulips/10164073235_f29931d91e.jpg,b8b2e5b1105af49e200e73695ec4b57b48fe5846a4f9e353d5ba7386d0acc512,color_cast__light__hsv_correction,tulips,color_cast,light,hsv_correction,always_wrong,daisy,0.29853054881095886,daisy,0.310661256313324,daisy,0.25580763816833496,-0.054853618144989014
data/flower_photos/tulips/110147301_ad921e2828.jpg,3bd20b288dd03e4392cf90f1ec82cdb4448315ccc14183accd2abe695f5d04f7,color_cast__light__hsv_correction,tulips,color_cast,light,hsv_correction,confidence_increased_still_wrong,sunflowers,0.37812116742134094,sunflowers,0.4504531919956207,sunflowers,0.46655547618865967,0.01610228419303894
data/flower_photos/daisy/10172379554_b296050f82_n.jpg,9d28fe37d384974429e51febd82380e2ae17aed72dd59fb3ff938fa519bc4cc6,color_cast__light__lab_correction,daisy,color_cast,light,lab_correction,confidence_increased_still_wrong,tulips,0.4619367718696594,tulips,0.46860799193382263,tulips,0.4918758273124695,0.02326783537864685
data/flower_photos/daisy/102841525_bd6628ae3c.jpg,1adc5dbb8ba26a8d3d915ef8dc285241eb4d6e3e31cb2bbdcd04fc655f879c59,color_cast__light__lab_correction,daisy,color_cast,light,lab_correction,always_wrong,sunflowers,0.6287983655929565,sunflowers,0.6182167530059814,sunflowers,0.6017823815345764,-0.01643437147140503
data/flower_photos/dandelion/10683189_bd6e371b97.jpg,ba15d73ee9d036cc9df4a5e4b7dc9f7e350c481436f3be3ed980f8431abc3c22,color_cast__light__lab_correction,dandelion,color_cast,light,lab_correction,always_wrong,tulips,0.3903752863407135,tulips,0.40747517347335815,tulips,0.34887826442718506,-0.058596909046173096
data/flower_photos/roses/10090824183_d02c613f10_m.jpg,6e42dd14083dcddd8d5db6d9893cca3ca3df9a95bd070d111ac3e2a87322ec90,color_cast__light__lab_correction,roses,color_cast,light,lab_correction,confidence_increased_still_wrong,sunflowers,0.4803941547870636,sunflowers,0.46583792567253113,sunflowers,0.5059144496917725,0.04007652401924133
